flight_number,operator_icao,departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao,aircraft_type,aircraft_icao,dep_local,arr_local,dep_utc,arr_utc,duration_minutes,distance_nm,days_operated,time_variants,updated
U22464,EZY,Lisbon,LIS,LPPT,London Luton,LTN,EGGW,,,18:55,21:35,17:55,20:35,160,867,24567,4,2026-09-24T08:57:48.000Z
U27653,EJU,Lisbon,LIS,LPPT,Madrid,MAD,LEMD,,,19:00,21:20,18:00,19:20,80,277,15,2,2026-09-21T21:00:58.000Z
U27689,EJU,Lisbon,LIS,LPPT,Madrid,MAD,LEMD,,,19:00,21:20,18:00,19:20,80,277,1234567,7,2026-09-24T08:57:48.000Z
U21464,EZS,Lisbon,LIS,LPPT,Geneva,GVA,LSGG,,,19:25,22:50,18:25,20:50,145,808,1235,4,2026-09-21T22:01:17.000Z
U27657,EJU,Lisbon,LIS,LPPT,Barcelona,BCN,LEBL,,,19:40,22:30,18:40,20:30,110,537,457,3,2026-09-24T08:57:48.000Z
U22870,EZY,Lisbon,LIS,LPPT,Bristol,BRS,EGGD,,,19:45,22:20,18:45,21:20,155,803,257,3,2026-09-18T22:59:16.000Z
U25620,EZY,Lisbon,LIS,LPPT,Newcastle,NCL,EGNT,,,19:45,22:45,18:45,21:45,180,1021,15,2,2026-08-28T23:00:32.000Z
U27214,EJU,Lisbon,LIS,LPPT,Barcelona,BCN,LEBL,,,20:20,23:10,19:20,21:10,110,537,123567,4,2026-09-23T23:01:22.000Z
U28518,EZY,Lisbon,LIS,LPPT,London Gatwick,LGW,EGKK,,,20:45,23:30,19:45,22:30,165,833,124567,1,2026-09-23T00:00:10.000Z
U22466,EZY,Lisbon,LIS,LPPT,London Luton,LTN,EGGW,,,21:35,00:10,20:35,23:10,155,867,13,2,2026-09-24T00:59:25.000Z
U23218,EZY,Ljubljana,LJU,LJLJ,Edinburgh,EDI,EGPH,,,10:50,12:45,08:50,11:45,175,886,36,2,2026-09-23T12:59:23.000Z
U28842,EZY,Ljubljana,LJU,LJLJ,London Gatwick,LGW,EGKK,,,11:00,12:20,09:00,11:20,140,650,1234567,5,2026-09-24T08:57:48.000Z
U28160,EZY,Ljubljana,LJU,LJLJ,London Gatwick,LGW,EGKK,,,16:05,17:30,14:05,16:30,145,650,6,1,2026-08-29T18:00:55.000Z
U22174,EZY,Ljubljana,LJU,LJLJ,Manchester,MAN,EGCC,,,20:20,21:55,18:20,20:55,155,774,15,2,2026-09-21T22:59:34.000Z
U23600,EJU,Sicily Lampedusa,LMP,LICD,Milan Malpensa,MXP,LIMC,,,16:45,18:50,14:45,16:50,125,634,1234567,7,2026-09-23T17:59:04.000Z
U24132,EJU,Sicily Lampedusa,LMP,LICD,Naples,NAP,LIRN,,,16:50,18:20,14:50,16:20,90,333,247,3,2026-08-30T17:59:32.000Z
U23638,EJU,Sicily Lampedusa,LMP,LICD,Milan Malpensa,MXP,LIMC,,,20:50,23:00,18:50,21:00,130,634,2456,4,2026-09-24T08:57:40.000Z
U24388,EJU,Gran Canaria,LPA,GCLP,Lyon,LYS,LFLL,,,10:20,15:10,09:20,13:10,230,1444,6,1,2026-09-19T14:59:41.000Z
U24396,EJU,Gran Canaria,LPA,GCLP,Lyon,LYS,LFLL,,,10:20,15:10,09:20,13:10,230,1444,6,1,2026-08-29T14:59:50.000Z
U24790,EJU,Gran Canaria,LPA,GCLP,Nantes,NTE,LFRS,,,10:45,15:25,09:45,13:25,220,1323,27,2,2026-09-20T14:58:42.000Z
U21382,EZS,Gran Canaria,LPA,GCLP,Geneva,GVA,LSGG,,,11:05,16:05,10:05,14:05,240,1496,36,2,2026-09-23T16:00:44.000Z
U21062,EZS,Gran Canaria,LPA,GCLP,Basel,BSL,LFSB,,,11:15,16:25,10:15,14:25,250,1593,37,2,2026-09-23T12:01:45.000Z
U23784,EJU,Gran Canaria,LPA,GCLP,Milan Malpensa,MXP,LIMC,,,11:30,16:45,10:30,14:45,255,1561,237,2,2026-09-23T16:00:49.000Z
U25726,EZY,Gran Canaria,LPA,GCLP,London Southend,SEN,EGMC,,,12:15,16:35,11:15,15:35,260,1594,357,3,2026-09-23T17:00:57.000Z
U22018,EZY,Gran Canaria,LPA,GCLP,Manchester,MAN,EGCC,,,13:10,17:30,12:10,16:30,260,1633,246,3,2026-09-24T08:57:46.000Z
U25112,EJU,Gran Canaria,LPA,GCLP,Berlin Brandenburg,BER,EDDB,,,15:35,21:35,14:35,19:35,300,1952,1356,4,2026-09-23T21:02:41.000Z
U22362,EZY,Gran Canaria,LPA,GCLP,London Luton,LTN,EGGW,,,16:10,20:20,15:10,19:20,250,1588,34,2,2026-09-24T08:57:46.000Z
U24512,EJU,Gran Canaria,LPA,GCLP,Paris Charles de Gaulle,CDG,LFPG,,,17:50,23:05,16:50,21:05,255,1512,26,2,2026-09-22T23:00:54.000Z
U28134,EZY,Gran Canaria,LPA,GCLP,London Gatwick,LGW,EGKK,,,18:20,22:30,17:20,21:30,250,1554,6,1,2026-09-19T23:00:17.000Z
U23026,EZY,Gran Canaria,LPA,GCLP,Belfast Intl,BFS,EGAA,,,18:50,23:15,17:50,22:15,265,1654,4,1,2026-09-24T08:57:46.000Z
U28132,EZY,Gran Canaria,LPA,GCLP,London Gatwick,LGW,EGKK,,,19:10,23:25,18:10,22:25,255,1554,46,2,2026-09-24T08:57:46.000Z
U23354,EZY,Gran Canaria,LPA,GCLP,Liverpool,LPL,EGGP,,,19:10,23:30,18:10,22:30,260,1623,15,2,2026-09-22T00:01:52.000Z
U26676,EZY,Gran Canaria,LPA,GCLP,Birmingham,BHX,EGBB,,,20:10,00:35,19:10,23:35,265,1593,15,2,2026-09-22T03:02:13.000Z
U28130,EZY,Gran Canaria,LPA,GCLP,London Gatwick,LGW,EGKK,,,20:15,00:25,19:15,23:25,250,1554,12357,4,2026-09-24T00:59:25.000Z
U22310,EZY,Gran Canaria,LPA,GCLP,London Luton,LTN,EGGW,,,20:35,00:45,19:35,23:45,250,1588,1236,3,2026-09-24T01:59:59.000Z
U22736,EZY,Gran Canaria,LPA,GCLP,Bristol,BRS,EGGD,,,21:20,01:20,20:20,00:20,240,1520,136,3,2026-09-24T01:59:54.000Z
U23415,EZY,Liverpool,LPL,EGGP,Marrakech,RAK,GMMX,,,05:55,08:45,04:55,08:45,230,1324,37,2,2026-09-23T09:59:05.000Z
U23367,EZY,Liverpool,LPL,EGGP,Malaga,AGP,LEMG,,,06:00,10:00,05:00,08:00,180,1003,1234567,4,2026-09-24T08:57:49.000Z
U23421,EZY,Liverpool,LPL,EGGP,Faro,FAO,LPFR,,,06:00,08:50,05:00,07:50,170,1003,1234567,6,2026-09-24T08:57:47.000Z
U23359,EZY,Liverpool,LPL,EGGP,Majorca Palma,PMI,LEPA,,,06:00,09:35,05:00,07:35,155,859,1234567,2,2026-09-24T08:57:49.000Z
U23439,EZY,Liverpool,LPL,EGGP,Malta,MLA,LMML,,,06:05,10:30,05:05,08:30,205,1278,26,2,2026-09-22T10:01:20.000Z
U23407,EZY,Liverpool,LPL,EGGP,Bodrum,BJV,LTFE,,,06:10,12:30,05:10,09:30,260,1590,37,2,2026-09-23T11:01:16.000Z
U23433,EZY,Liverpool,LPL,EGGP,Lisbon,LIS,LPPT,,,06:30,09:20,05:30,08:20,170,911,246,3,2026-09-22T10:01:20.000Z
U23357,EZY,Liverpool,LPL,EGGP,Alicante,ALC,LEAL,,,07:00,10:45,06:00,08:45,165,909,1234567,6,2026-09-24T08:57:41.000Z
U2507,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,07:00,07:50,06:00,06:50,50,143,237,3,2026-09-23T08:01:00.000Z
U23405,EZY,Liverpool,LPL,EGGP,Dalaman,DLM,LTBS,,,07:00,13:30,06:00,10:30,270,1651,12456,4,2026-09-24T08:57:45.000Z
U23441,EZY,Liverpool,LPL,EGGP,Amsterdam,AMS,EHAM,,,07:05,09:30,06:05,07:30,85,283,14567,4,2026-09-24T07:59:34.000Z
U23365,EZY,Liverpool,LPL,EGGP,Tenerife South,TFS,GCTS,,,07:05,11:40,06:05,10:40,275,1635,1234567,6,2026-09-24T08:57:50.000Z
U23371,EZY,Liverpool,LPL,EGGP,Barcelona,BCN,LEBL,,,07:10,10:30,06:10,08:30,140,750,1357,4,2026-09-23T10:01:41.000Z
U23385,EZY,Liverpool,LPL,EGGP,Fuerteventura,FUE,GCFV,,,07:15,11:35,06:15,10:35,260,1571,36,2,2026-09-23T12:01:45.000Z
U23489,EZY,Liverpool,LPL,EGGP,Krakow,KRK,EPKK,,,07:25,11:00,06:25,09:00,155,861,15,2,2026-09-21T12:00:52.000Z
U23481,EZY,Liverpool,LPL,EGGP,Crete Heraklion,HER,LGIR,,,07:40,13:55,06:40,10:55,255,1599,24,2,2026-09-24T08:57:47.000Z
U2501,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,08:00,08:50,07:00,07:50,50,143,27,2,2026-09-22T09:01:00.000Z
U278,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,08:20,09:10,07:20,08:10,50,143,1456,3,2026-09-24T08:57:44.000Z
U23391,EZY,Liverpool,LPL,EGGP,Seville,SVQ,LEZL,,,08:55,12:50,07:55,10:50,175,964,47,2,2026-09-24T08:57:48.000Z
U23493,EZY,Liverpool,LPL,EGGP,Prague,PRG,LKPR,,,09:45,12:40,08:45,10:40,115,664,15,2,2026-09-21T12:00:53.000Z
U2531,EZY,Liverpool,LPL,EGGP,Belfast City (George Best),BHD,EGAC,,,10:30,11:20,09:30,10:20,50,132,13456,5,2026-09-24T08:57:46.000Z
U2503,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,10:50,11:40,09:50,10:40,50,143,17,2,2026-09-21T12:00:44.000Z
U2519,EZY,Liverpool,LPL,EGGP,Isle of Man,IOM,EGNS,,,10:55,11:40,09:55,10:40,45,77,6,1,2026-09-19T11:58:49.000Z
U280,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,11:45,12:35,10:45,11:35,50,143,456,3,2026-09-24T08:57:44.000Z
U2535,EZY,Liverpool,LPL,EGGP,Jersey,JER,EGJJ,,,12:40,13:50,11:40,12:50,70,249,2,1,2026-09-22T15:02:24.000Z
U23361,EZY,Liverpool,LPL,EGGP,Majorca Palma,PMI,LEPA,,,12:50,16:25,11:50,14:25,155,859,124567,6,2026-09-24T08:57:48.000Z
U23383,EZY,Liverpool,LPL,EGGP,Almeria,LEI,LEAM,,,12:55,16:50,11:55,14:50,175,990,26,2,2026-09-22T15:59:59.000Z
U23373,EZY,Liverpool,LPL,EGGP,Malaga,AGP,LEMG,,,13:30,17:30,12:30,15:30,180,1003,3,1,2026-08-26T16:58:48.000Z
U23497,EZY,Liverpool,LPL,EGGP,Hurghada,HRG,HEGN,,,13:35,21:15,12:35,18:15,340,2256,247,2,2026-09-24T08:57:47.000Z
U23473,EZY,Liverpool,LPL,EGGP,Nice,NCE,LFMN,,,13:35,16:55,12:35,14:55,140,704,6,1,2026-09-19T15:59:15.000Z
U23451,EZY,Liverpool,LPL,EGGP,Cyprus Larnaca,LCA,LCLK,,,13:45,20:40,12:45,17:40,295,1892,246,2,2026-09-24T08:57:48.000Z
U23401,EZY,Liverpool,LPL,EGGP,Antalya,AYT,LTAI,,,13:50,20:25,12:50,17:25,275,1709,2356,4,2026-09-23T19:00:05.000Z
U23353,EZY,Liverpool,LPL,EGGP,Gran Canaria,LPA,GCLP,,,13:55,18:20,12:55,17:20,265,1623,15,2,2026-09-21T19:00:09.000Z
U23455,EZY,Liverpool,LPL,EGGP,Sharm El Sheikh,SSH,HESH,,,14:25,21:50,13:25,18:50,325,2236,135,3,2026-09-23T20:59:01.000Z
U23485,EZY,Liverpool,LPL,EGGP,Kos,KGS,LGKO,,,14:45,21:00,13:45,18:00,255,1592,27,2,2026-09-22T20:01:40.000Z
U2515,EZY,Liverpool,LPL,EGGP,Isle of Man,IOM,EGNS,,,14:45,15:25,13:45,14:25,40,77,1457,4,2026-09-24T08:57:47.000Z
U2509,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,14:50,15:40,13:50,14:40,50,143,1347,4,2026-09-23T16:00:44.000Z
U25547,EJU,Liverpool,LPL,EGGP,Alicante,ALC,LEAL,,,15:00,18:45,14:00,16:45,165,909,1,1,2026-09-21T18:00:28.000Z
U27280,EJU,Liverpool,LPL,EGGP,Majorca Palma,PMI,LEPA,,,15:10,18:45,14:10,16:45,155,859,34,2,2026-09-23T17:59:05.000Z
U282,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,15:10,16:00,14:10,15:00,50,143,234567,5,2026-09-24T08:57:44.000Z
U2533,EZY,Liverpool,LPL,EGGP,Belfast City (George Best),BHD,EGAC,,,15:25,16:15,14:25,15:15,50,132,7,1,2026-09-20T17:00:20.000Z
U23487,EZY,Liverpool,LPL,EGGP,Naples,NAP,LIRN,,,16:20,20:15,15:20,18:15,175,1019,15,2,2026-09-21T19:59:41.000Z
U23363,EZY,Liverpool,LPL,EGGP,Lanzarote,ACE,GCRR,,,16:35,20:55,15:35,19:55,260,1539,36,2,2026-09-23T20:58:59.000Z
U23483,EZY,Liverpool,LPL,EGGP,Corfu,CFU,LGKR,,,16:35,22:00,15:35,19:00,205,1242,37,2,2026-09-23T21:02:42.000Z
U23431,EZY,Liverpool,LPL,EGGP,Split,SPU,LDSP,,,16:40,20:25,15:40,18:25,165,958,15,2,2026-09-21T19:59:42.000Z
U2541,EZY,Liverpool,LPL,EGGP,Derry - Londonderry,LDY,EGAE,,,17:05,18:10,16:05,17:10,65,183,1457,4,2026-09-24T08:57:45.000Z
U2527,EZY,Liverpool,LPL,EGGP,Jersey,JER,EGJJ,,,17:25,18:35,16:25,17:35,70,249,134567,6,2026-09-24T08:57:48.000Z
U2511,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,17:50,18:40,16:50,17:40,50,143,123457,6,2026-09-23T19:00:05.000Z
U23369,EZY,Liverpool,LPL,EGGP,Malaga,AGP,LEMG,,,17:55,21:50,16:55,19:50,175,1003,23467,4,2026-09-24T08:57:48.000Z
U23377,EZY,Liverpool,LPL,EGGP,Alicante,ALC,LEAL,,,18:15,22:00,17:15,20:00,165,909,23467,5,2026-09-24T08:57:48.000Z
U23471,EZY,Liverpool,LPL,EGGP,Nice,NCE,LFMN,,,18:15,21:35,17:15,19:35,140,704,123457,6,2026-09-24T08:57:48.000Z
U23491,EZY,Liverpool,LPL,EGGP,Enfidha - Hammamet,NBE,DTNH,,,18:20,21:40,17:20,20:40,200,1177,246,3,2026-09-24T08:57:48.000Z
U23475,EZY,Liverpool,LPL,EGGP,Paris Charles de Gaulle,CDG,LFPG,,,18:55,21:25,17:55,19:25,90,330,13457,4,2026-09-24T08:57:48.000Z
U23425,EZY,Liverpool,LPL,EGGP,Faro,FAO,LPFR,,,19:35,22:30,18:35,21:30,175,1003,1234567,7,2026-09-24T08:57:48.000Z
U27250,EJU,Liverpool,LPL,EGGP,Majorca Palma,PMI,LEPA,,,21:10,00:45,20:10,22:45,155,859,2,1,2026-09-23T00:00:11.000Z
U284,EZY,Liverpool,LPL,EGGP,Belfast Intl,BFS,EGAA,,,22:20,23:10,21:20,22:10,50,143,3,1,2026-08-26T23:59:34.000Z
U24302,EJU,La Rochelle,LRH,LFBH,Lyon,LYS,LFLL,,,08:45,09:50,06:45,07:50,65,264,135,3,2026-09-21T12:00:52.000Z
U22102,EZY,La Rochelle,LRH,LFBH,Manchester,MAN,EGCC,,,09:35,10:05,07:35,09:05,90,433,36,2,2026-08-29T11:01:28.000Z
U28452,EZY,La Rochelle,LRH,LFBH,London Gatwick,LGW,EGKK,,,11:25,11:50,09:25,10:50,85,301,1234567,6,2026-09-23T12:01:50.000Z
U22772,EZY,La Rochelle,LRH,LFBH,Bristol,BRS,EGGD,,,16:40,17:00,14:40,16:00,80,318,36,2,2026-08-29T19:59:51.000Z
U21346,EZS,La Rochelle,LRH,LFBH,Geneva,GVA,LSGG,,,17:10,18:25,15:10,16:25,75,303,26,2,2026-09-22T18:02:38.000Z
U22335,EZY,London Luton,LTN,EGGW,Malaga,AGP,LEMG,,,05:55,09:50,04:55,07:50,175,929,1234567,6,2026-09-24T08:57:49.000Z
U22511,EZY,London Luton,LTN,EGGW,Amsterdam,AMS,EHAM,,,06:00,08:15,05:00,06:15,75,191,1234567,2,2026-09-24T07:59:34.000Z
U22329,EZY,London Luton,LTN,EGGW,Majorca Palma,PMI,LEPA,,,06:00,09:25,05:00,07:25,145,751,123467,1,2026-09-24T08:57:49.000Z
U22313,EZY,London Luton,LTN,EGGW,Alicante,ALC,LEAL,,,06:05,09:45,05:05,07:45,160,816,1234567,3,2026-09-24T08:57:41.000Z
U22319,EZY,London Luton,LTN,EGGW,Menorca Mahon,MAH,LEMH,,,06:05,09:30,05:05,07:30,145,746,12567,4,2026-09-20T08:59:53.000Z
U22353,EZY,London Luton,LTN,EGGW,Reus,REU,LERS,,,06:05,09:10,05:05,07:10,125,647,26,2,2026-09-22T09:01:06.000Z
U22357,EZY,London Luton,LTN,EGGW,Almeria,LEI,LEAM,,,06:05,10:00,05:05,08:00,175,906,37,2,2026-09-23T10:01:39.000Z
U22433,EZY,London Luton,LTN,EGGW,Paris Charles de Gaulle,CDG,LFPG,,,06:05,08:30,05:05,06:30,85,205,1234567,3,2026-09-24T07:59:40.000Z
U22493,EZY,London Luton,LTN,EGGW,Naples,NAP,LIRN,,,06:05,09:55,05:05,07:55,170,893,124567,5,2026-09-24T08:57:49.000Z
U22635,EZY,London Luton,LTN,EGGW,Reykjavik Keflavik,KEF,BIKF,,,06:15,08:20,05:15,08:20,185,1005,37,2,2026-09-23T09:59:04.000Z
U22489,EZY,London Luton,LTN,EGGW,Pisa (Tuscany),PSA,LIRP,,,06:15,09:35,05:15,07:35,140,655,1457,4,2026-09-24T08:57:49.000Z
U22621,EZY,London Luton,LTN,EGGW,Agadir,AGA,GMAD,,,06:20,09:10,05:20,09:10,230,1355,2357,3,2026-09-23T11:01:15.000Z
U22571,EZY,London Luton,LTN,EGGW,Pula,PUY,LDPL,,,06:20,09:30,05:20,07:30,130,705,26,2,2026-09-22T09:01:05.000Z
U22457,EZY,London Luton,LTN,EGGW,Porto,OPO,LPPR,,,06:20,08:45,05:20,07:45,145,723,13567,5,2026-09-23T09:59:02.000Z
U22573,EZY,London Luton,LTN,EGGW,Split,SPU,LDSP,,,06:20,09:55,05:20,07:55,155,836,1234567,4,2026-09-24T08:57:50.000Z
U22431,EZY,London Luton,LTN,EGGW,Lyon,LYS,LFLL,,,06:25,09:10,05:25,07:10,105,427,123457,6,2026-09-23T09:00:42.000Z
U22451,EZY,London Luton,LTN,EGGW,Faro,FAO,LPFR,,,06:40,09:35,05:40,08:35,175,949,1234567,3,2026-09-24T08:57:47.000Z
U22637,EZY,London Luton,LTN,EGGW,Tivat,TIV,LYTV,,,06:55,10:50,05:55,08:50,175,960,14567,5,2026-09-24T08:57:50.000Z
U22557,EZY,London Luton,LTN,EGGW,Dalaman,DLM,LTBS,,,07:00,13:15,06:00,10:15,255,1532,47,2,2026-09-24T08:57:45.000Z
U22349,EZY,London Luton,LTN,EGGW,Murcia Intl,RMU,LEMI,,,07:00,10:40,06:00,08:40,160,845,26,1,2026-09-22T10:01:22.000Z
U22323,EZY,London Luton,LTN,EGGW,Barcelona,BCN,LEBL,,,07:00,10:15,06:00,08:15,135,643,1234567,2,2026-09-24T08:57:42.000Z
U22459,EZY,London Luton,LTN,EGGW,Lisbon,LIS,LPPT,,,07:00,09:55,06:00,08:55,175,867,1234567,3,2026-09-24T08:57:49.000Z
U22425,EZY,London Luton,LTN,EGGW,Nice,NCE,LFMN,,,07:00,10:10,06:00,08:10,130,580,123456,3,2026-09-24T08:57:49.000Z
U22303,EZY,London Luton,LTN,EGGW,Tenerife South,TFS,GCTS,,,07:00,11:35,06:00,10:35,275,1605,123457,4,2026-09-24T08:57:48.000Z
U2615,EZY,London Luton,LTN,EGGW,Aberdeen,ABZ,EGPD,,,07:05,08:35,06:05,07:35,90,326,13457,4,2026-09-24T08:57:41.000Z
U2629,EZY,London Luton,LTN,EGGW,Belfast Intl,BFS,EGAA,,,07:05,08:25,06:05,07:25,80,268,24567,3,2026-09-24T08:57:44.000Z
U22561,EZY,London Luton,LTN,EGGW,Izmir,ADB,LTBJ,,,07:10,13:10,06:10,10:10,240,1410,36,2,2026-09-23T12:01:48.000Z
U22591,EZY,London Luton,LTN,EGGW,Cyprus Paphos,PFO,LCPH,,,07:10,13:45,06:10,10:45,275,1743,12346,4,2026-09-24T08:57:48.000Z
U22553,EZY,London Luton,LTN,EGGW,Bodrum,BJV,LTFE,,,07:10,13:15,06:10,10:15,245,1471,256,3,2026-09-22T11:59:49.000Z
U22361,EZY,London Luton,LTN,EGGW,Gran Canaria,LPA,GCLP,,,07:15,11:45,06:15,10:45,270,1588,3,1,2026-08-26T12:59:03.000Z
U22311,EZY,London Luton,LTN,EGGW,Fuerteventura,FUE,GCFV,,,07:15,11:40,06:15,10:40,265,1531,257,2,2026-09-22T11:59:52.000Z
U22423,EZY,London Luton,LTN,EGGW,Bordeaux,BOD,LFBD,,,07:15,09:55,06:15,07:55,100,423,1234567,7,2026-09-24T08:57:44.000Z
U22485,EZY,London Luton,LTN,EGGW,Milan Malpensa,MXP,LIMC,,,07:15,10:25,06:15,08:25,130,519,1347,3,2026-09-24T08:57:49.000Z
U22623,EZY,London Luton,LTN,EGGW,Marrakech,RAK,GMMX,,,07:15,10:00,06:15,10:00,225,1263,1357,4,2026-09-23T12:01:50.000Z
U22341,EZY,London Luton,LTN,EGGW,Tenerife South,TFS,GCTS,32N,A20N,07:15,11:50,06:15,10:50,275,1605,246,3,2026-09-24T08:57:48.000Z
U22639,EZY,London Luton,LTN,EGGW,Enfidha - Hammamet,NBE,DTNH,,,07:30,10:45,06:30,09:45,195,1055,23456,5,2026-09-24T08:57:46.000Z
U22395,EZY,London Luton,LTN,EGGW,Corfu,CFU,LGKR,,,07:30,12:55,06:30,09:55,205,1118,1234567,6,2026-09-24T08:57:45.000Z
U22533,EZY,London Luton,LTN,EGGW,Geneva,GVA,LSGG,,,07:30,10:15,06:30,08:15,105,423,1567,3,2026-09-21T09:59:46.000Z
U22471,EZY,London Luton,LTN,EGGW,Madeira Funchal,FNC,LPMA,,,07:35,11:35,06:35,10:35,240,1356,135,3,2026-09-23T12:01:50.000Z
U2609,EZY,London Luton,LTN,EGGW,Glasgow,GLA,EGPF,,,07:40,09:00,06:40,08:00,80,280,13467,5,2026-09-24T08:57:46.000Z
U2302,EZY,London Luton,LTN,EGGW,Edinburgh,EDI,EGPH,,,07:55,09:15,06:55,08:15,80,267,12345,3,2026-09-24T08:57:46.000Z
U22491,EZY,London Luton,LTN,EGGW,Sicily Catania,CTA,LICC,,,08:00,12:15,07:00,10:15,195,1083,1357,3,2026-09-23T11:01:16.000Z
U22647,EZY,London Luton,LTN,EGGW,Cairo Sphinx,SPX,HESX,,,08:20,15:25,07:20,12:25,305,1901,347,3,2026-09-24T08:57:46.000Z
U23081,EZY,London Luton,LTN,EGGW,Malaga,AGP,LEMG,,,08:45,12:40,07:45,10:40,175,929,123,2,2026-09-23T12:01:50.000Z
U2402,EZY,London Luton,LTN,EGGW,Glasgow,GLA,EGPF,,,08:50,10:10,07:50,09:10,80,280,123456,1,2026-09-23T11:01:18.000Z
U21546,EZS,London Luton,LTN,EGGW,Geneva,GVA,LSGG,,,09:05,11:50,08:05,09:50,105,423,3,1,2026-08-26T10:59:33.000Z
U27252,EJU,London Luton,LTN,EGGW,Majorca Palma,PMI,LEPA,,,09:20,12:50,08:20,10:50,150,751,1234567,6,2026-09-23T11:58:40.000Z
U22515,EZY,London Luton,LTN,EGGW,Amsterdam,AMS,EHAM,,,09:30,11:45,08:30,09:45,75,191,124567,4,2026-09-24T08:57:42.000Z
U2621,EZY,London Luton,LTN,EGGW,Inverness,INV,EGPE,,,09:40,11:10,08:40,10:10,90,363,1234567,6,2026-09-24T07:59:38.000Z
U22435,EZY,London Luton,LTN,EGGW,Paris Charles de Gaulle,CDG,LFPG,,,09:50,12:15,08:50,10:15,85,205,156,3,2026-09-21T12:00:53.000Z
U2625,EZY,London Luton,LTN,EGGW,Belfast City (George Best),BHD,EGAC,,,09:55,11:15,08:55,10:15,80,257,247,3,2026-09-24T08:57:46.000Z
U22373,EZY,London Luton,LTN,EGGW,Prague,PRG,LKPR,,,10:40,13:40,09:40,11:40,120,562,1457,4,2026-09-24T08:57:48.000Z
U22363,EZY,London Luton,LTN,EGGW,Ibiza,IBZ,LEIB,,,10:45,14:25,09:45,12:25,160,784,6,1,2026-09-19T13:59:13.000Z
U22427,EZY,London Luton,LTN,EGGW,Nice,NCE,LFMN,,,10:50,14:00,09:50,12:00,130,580,7,1,2026-09-20T13:58:49.000Z
U2631,EZY,London Luton,LTN,EGGW,Belfast Intl,BFS,EGAA,,,11:00,12:20,10:00,11:20,80,268,467,3,2026-09-24T08:57:44.000Z
U2637,EZY,London Luton,LTN,EGGW,Jersey,JER,EGJJ,,,11:10,12:15,10:10,11:15,65,175,4567,3,2026-09-24T08:57:48.000Z
U22565,EZY,London Luton,LTN,EGGW,Antalya,AYT,LTAI,,,11:40,18:05,10:40,15:05,265,1592,4,1,2026-09-24T08:57:41.000Z
U218,EZY,London Luton,LTN,EGGW,Belfast Intl,BFS,EGAA,,,11:45,13:05,10:45,12:05,80,268,157,3,2026-09-21T13:59:24.000Z
U22613,EZY,London Luton,LTN,EGGW,Hurghada,HRG,HEGN,,,12:00,19:30,11:00,16:30,330,2134,123467,5,2026-09-24T08:57:47.000Z
U22305,EZY,London Luton,LTN,EGGW,Ibiza,IBZ,LEIB,,,12:00,15:35,11:00,13:35,155,784,237,3,2026-09-23T14:59:33.000Z
U22453,EZY,London Luton,LTN,EGGW,Faro,FAO,LPFR,,,12:05,15:00,11:05,14:00,175,949,1234567,5,2026-09-24T08:57:47.000Z
U22461,EZY,London Luton,LTN,EGGW,Lisbon,LIS,LPPT,,,12:15,15:10,11:15,14:10,175,867,1234567,3,2026-09-24T08:57:48.000Z
U22331,EZY,London Luton,LTN,EGGW,Majorca Palma,PMI,LEPA,,,12:20,15:50,11:20,13:50,150,751,1234567,5,2026-09-24T08:57:48.000Z
U22649,EZY,London Luton,LTN,EGGW,Tbilisi,TBS,UGTB,,,12:35,20:35,11:35,16:35,300,1926,26,2,2026-09-22T18:02:44.000Z
U22345,EZY,London Luton,LTN,EGGW,Alicante,ALC,LEAL,,,12:40,16:20,11:40,14:20,160,816,1,1,2026-08-24T18:01:30.000Z
U2611,EZY,London Luton,LTN,EGGW,Glasgow,GLA,EGPF,,,12:40,14:00,11:40,13:00,80,280,457,3,2026-09-24T08:57:46.000Z
U22321,EZY,London Luton,LTN,EGGW,Menorca Mahon,MAH,LEMH,319,A319,12:45,16:15,11:45,14:15,150,746,23456,5,2026-09-23T16:00:49.000Z
U22325,EZY,London Luton,LTN,EGGW,Barcelona,BCN,LEBL,,,12:50,16:05,11:50,14:05,135,643,1234567,7,2026-09-24T08:57:42.000Z
U22517,EZY,London Luton,LTN,EGGW,Amsterdam,AMS,EHAM,,,12:55,15:05,11:55,13:05,70,191,1234567,6,2026-09-23T14:59:28.000Z
U2627,EZY,London Luton,LTN,EGGW,Belfast Intl,BFS,EGAA,,,13:15,14:35,12:15,13:35,80,268,123,2,2026-09-23T14:59:29.000Z
U2601,EZY,London Luton,LTN,EGGW,Edinburgh,EDI,EGPH,,,13:25,14:45,12:25,13:45,80,267,1234567,7,2026-09-24T08:57:46.000Z
